Product,Category,Customer,Region,Date,Quantity,Unit Price,Discount,Cost,Sales
Mouse,Office,Cust_355,Canada,16-04-2022,3,1492,0.03,74,4341.72
Mouse,Accessories,Cust_36,India,10-03-2023,6,1276,0.21,728,6048.24
Laptop,Accessories,Cust_55,Canada,08-08-2022,8,73,0.09,1153,531.44
Tablet,Office,Cust_105,UK,13-07-2024,5,1208,0.12,195,5315.2
Laptop,Electronics,Cust_74,USA,03-01-2022,7,530,0.03,135,3598.7
Tablet,Accessories,Cust_388,Australia,25-07-2023,6,1372,0.27,808,6009.36
Tablet,Office,Cust_386,Australia,25-09-2023,4,1868,0.16,848,6276.48
Laptop,Accessories,Cust_225,Germany,30-09-2023,1,676,0.07,59,628.68
Printer,Electronics,Cust_70,Australia,07-02-2022,3,979,0.03,890,2848.89
Laptop,Electronics,Cust_381,UK,24-04-2024,5,646,0.12,632,2842.4
Printer,Accessories,Cust_107,Canada,25-10-2023,2,882,0.24,683,1340.64
Keyboard,Accessories,Cust_496,USA,17-03-2022,3,1402,0.11,349,3743.34
Monitor,Office,Cust_137,Germany,17-11-2022,9,1791,0.23,189,12411.63
Mouse,Accessories,Cust_103,Canada,12-10-2024,6,987,0.15,1111,5033.7
Mouse,Electronics,Cust_190,Australia,18-12-2023,8,1270,0.03,1117,9855.2
Keyboard,Accessories,Cust_401,Germany,01-09-2024,3,1909,0.1,237,5154.3
Tablet,Office,Cust_307,Australia,18-03-2022,8,1801,0.05,842,13687.6
Keyboard,Office,Cust_328,Australia,02-08-2023,4,1702,0.02,290,6671.84
Tablet,Office,Cust_268,Canada,03-04-2022,9,1180,0.29,282,7540.2
Mouse,Accessories,Cust_483,USA,18-08-2022,3,1470,0.09,752,4013.1
Headphones,Electronics,Cust_417,Germany,01-03-2022,2,1077,0.13,989,1873.98
Laptop,Accessories,Cust_106,Canada,28-05-2022,2,1453,0.02,554,2847.88
Phone,Electronics,Cust_300,USA,16-08-2024,6,717,,464,3355.56
Headphones,Accessories,Cust_153,UK,11-05-2022,5,1657,0.04,902,7953.6
Headphones,Office,Cust_414,UK,18-09-2023,3,389,0.23,1316,898.59
Printer,Electronics,Cust_454,UK,19-09-2023,3,1671,0.14,1254,4311.18
Laptop,Office,Cust_99,USA,22-10-2023,1,1594,0.28,536,1147.68
Tablet,Office,Cust_182,USA,07-09-2023,2,1581,0.18,922,2592.84
Keyboard,Accessories,Cust_443,Canada,11-09-2022,7,1001,0.09,104,6376.37
Mouse,Accessories,Cust_475,Germany,05-09-2023,6,1432,0.01,780,8506.08
Headphones,Office,Cust_8,India,01-01-2022,2,216,0.03,1408,419.04
Tablet,Electronics,Cust_288,Canada,29-03-2024,4,583,0.1,857,2098.8
Printer,Electronics,Cust_433,India,26-06-2022,8,1266,0.03,1359,9824.16
Tablet,Office,Cust_258,Canada,25-03-2023,2,671,0.18,1150,1100.44
Laptop,Accessories,Cust_241,Canada,14-08-2023,3,279,0.01,1102,828.63
Headphones,Accessories,Cust_65,USA,08-10-2024,4,440,0.29,280,1249.6
Laptop,Electronics,Cust_273,USA,17-02-2024,4,1775,0.11,1249,6319
Laptop,Office,Cust_74,Germany,09-04-2024,3,744,0.17,325,1852.56
Tablet,Electronics,Cust_323,Australia,28-01-2024,7,471,0.25,334,2472.75
Phone,Office,Cust_257,UK,12-09-2024,9,1942,0.06,340,16429.32
Mouse,Office,Cust_450,Australia,29-05-2022,3,1958,0.3,990,4111.8
Mouse,Accessories,Cust_489,UK,28-12-2022,1,778,0.18,1124,637.96
Monitor,Office,Cust_106,India,10-01-2023,2,990,0.05,589,1881
Printer,Electronics,Cust_2,USA,01-04-2024,1,1924,0.11,389,1712.36
Headphones,Accessories,Cust_9,Canada,06-05-2023,4,837,0.26,980,2477.52
Laptop,Accessories,Cust_485,Australia,17-06-2022,8,1923,0.02,1286,15076.32
Laptop,Electronics,Cust_299,USA,21-04-2024,2,830,0.16,1125,1394.4
Laptop,Electronics,Cust_445,UK,11-08-2024,4,1343,0.3,827,3760.4
,Accessories,Cust_14,Germany,19-12-2023,4,1242,0.08,1431,4570.56
Monitor,Office,Cust_132,India,06-12-2022,4,1086,0.18,176,3562.08
Keyboard,Accessories,Cust_179,India,30-09-2022,2,1812,0.21,,2862.96
Keyboard,Office,Cust_138,Germany,31-01-2022,7,667,0.09,616,4248.79
Tablet,Electronics,Cust_82,USA,07-09-2022,4,150,0.19,307,486
Mouse,Electronics,Cust_336,USA,19-08-2023,5,1490,0.1,1216,6705
Laptop,Office,Cust_412,USA,20-09-2023,1,1810,0.18,1215,1484.2
Headphones,Accessories,Cust_191,Canada,23-08-2022,2,1460,0.01,107,2890.8
Printer,Electronics,Cust_283,Australia,07-10-2024,1,1179,0.09,1244,1072.89
Printer,Electronics,Cust_222,Germany,17-04-2023,7,1951,0.13,1073,11881.59
Mouse,Electronics,Cust_396,Canada,19-11-2023,5,686,0.14,1356,2949.8
Keyboard,Office,Cust_306,India,04-08-2022,2,1073,0.28,33,1545.12
Phone,Office,Cust_202,Australia,19-05-2022,5,1327,0.04,120,6369.6
Headphones,Office,Cust_254,Canada,03-06-2024,6,1938,0.24,795,8837.28
Laptop,Office,Cust_481,UK,25-11-2023,2,584,0.2,1431,934.4
Monitor,Accessories,Cust_264,USA,26-09-2024,8,178,0.06,1056,1338.56
Headphones,Office,Cust_344,Canada,26-08-2022,3,451,0.1,1394,1217.7
Printer,Electronics,Cust_346,India,28-05-2024,3,1950,0.06,541,5499
Printer,Electronics,Cust_417,Australia,23-11-2023,7,1043,0.1,,6570.9
Tablet,Accessories,Cust_280,UK,06-12-2022,3,1302,0.07,1162,3632.58
Tablet,Accessories,Cust_396,Australia,30-08-2024,1,470,0.1,478,423
Monitor,Electronics,Cust_156,Canada,19-06-2023,8,1248,0.14,362,8586.24
Tablet,Accessories,Cust_381,Germany,19-02-2023,5,1087,0.14,139,4674.1
Mouse,Accessories,Cust_369,Germany,23-10-2024,6,1756,0.2,395,8428.8
Keyboard,Electronics,Cust_254,Canada,31-08-2023,3,1084,0.24,819,2471.52
Keyboard,Electronics,Cust_175,USA,19-07-2023,7,1068,0.12,124,6578.88
Phone,Accessories,Cust_415,India,22-09-2024,6,1613,0.13,244,8419.86
Printer,Office,Cust_88,Australia,07-03-2024,8,1042,0.08,198,7669.12
Laptop,Electronics,Cust_30,USA,13-04-2023,8,393,0.25,,2358
Headphones,Accessories,Cust_149,India,08-03-2023,9,1709,0.07,176,14304.33
Tablet,Accessories,Cust_42,Australia,24-08-2022,1,791,0.23,378,609.07
Printer,Electronics,Cust_467,Canada,13-12-2022,8,1882,0.22,1382,11743.68
Tablet,Accessories,Cust_295,India,29-06-2024,6,1626,0.08,622,8975.52
Phone,Accessories,Cust_178,Australia,13-01-2024,4,863,0.11,1056,3072.28
Mouse,Electronics,Cust_406,Germany,14-03-2022,4,1309,0.24,1230,3979.36
Mouse,Accessories,Cust_400,USA,18-09-2024,5,1917,0.13,970,8338.95
Mouse,Office,Cust_393,Canada,03-01-2024,9,926,0.12,412,7333.92
Keyboard,Electronics,Cust_238,Australia,04-08-2022,3,503,0.16,129,1267.56
,Accessories,Cust_31,Australia,15-06-2022,8,1492,0.17,1239,9906.88
Keyboard,Electronics,Cust_399,UK,27-01-2023,4,1685,0.17,783,5594.2
Mouse,Office,Cust_203,India,02-08-2023,3,156,0.26,400,346.32
Keyboard,Accessories,Cust_428,USA,28-03-2022,9,1062,0.17,849,7933.14
Laptop,Office,Cust_309,Canada,11-08-2022,6,500,0.07,1012,2790
Printer,Office,Cust_17,USA,05-08-2024,3,1826,0.06,92,5149.32
Monitor,Office,Cust_4,Canada,21-12-2024,4,1507,0.18,910,4942.96
Headphones,Accessories,Cust_37,India,10-06-2024,5,317,0.13,247,1378.95
Tablet,Electronics,Cust_215,USA,15-08-2024,2,1884,0.25,817,2826
Laptop,Office,Cust_320,USA,26-09-2023,8,62,0.03,1464,481.12
Monitor,Office,Cust_488,Australia,28-07-2022,9,840,0.27,129,5518.8
Tablet,Office,Cust_218,Germany,31-01-2024,7,810,0.13,1435,4932.9
Monitor,Electronics,Cust_345,UK,15-07-2022,5,1828,0.09,176,8317.4
Monitor,Accessories,Cust_404,Canada,04-12-2024,9,1049,0.14,226,8119.26
Tablet,Office,Cust_54,USA,17-03-2022,1,672,0.02,378,658.56
Laptop,Office,Cust_70,Germany,05-06-2023,3,606,0.08,1390,1672.56
Phone,Electronics,Cust_281,Australia,09-12-2023,1,1999,0.12,1194,1759.12
Keyboard,Electronics,Cust_314,Germany,06-07-2022,2,1884,0.2,662,3014.4
Tablet,Office,Cust_372,Canada,13-10-2024,9,1862,0.28,968,12065.76
Laptop,Office,Cust_345,USA,30-12-2023,1,1921,0.25,890,1440.75
Keyboard,Office,Cust_170,India,26-10-2024,9,258,0.08,200,2136.24
Printer,Office,Cust_281,UK,04-08-2022,8,181,0.13,1240,1259.76
Headphones,Accessories,Cust_210,Canada,01-10-2022,6,304,0.22,1066,1422.72
Laptop,Accessories,Cust_440,India,09-09-2023,2,1707,0.26,1198,2526.36
Headphones,Electronics,Cust_272,Germany,19-03-2023,3,735,0.27,333,1609.65
Tablet,Office,Cust_300,Canada,31-10-2022,8,1521,0.03,1067,11802.96
,Office,Cust_306,USA,08-08-2022,3,1449,0.22,1439,3390.66
Monitor,Accessories,Cust_173,UK,26-06-2023,7,1756,,846,9710.68
Tablet,Accessories,Cust_237,India,18-03-2022,8,549,0.25,854,3294
Monitor,Electronics,Cust_147,India,07-05-2022,1,137,0.26,1369,101.38
Phone,Accessories,Cust_178,Canada,16-03-2024,5,1360,0.29,1023,4828
Mouse,Office,Cust_372,UK,28-06-2022,7,1928,0.24,1244,10256.96
Printer,Office,Cust_154,Canada,27-09-2022,2,1430,0.23,1173,2202.2
Mouse,Accessories,Cust_364,Canada,05-03-2022,4,1841,0.13,1444,6406.68
Headphones,Office,Cust_51,USA,11-04-2024,1,1721,0.25,763,1290.75
Laptop,Office,Cust_37,Germany,29-08-2022,2,51,0.26,1135,75.48
Laptop,Office,Cust_104,UK,14-08-2023,4,704,0.17,639,2337.28
Printer,Electronics,Cust_400,UK,12-08-2022,2,1402,0.29,456,1990.84
Keyboard,Office,Cust_2,Canada,01-04-2024,8,840,0.24,486,5107.2
Printer,Accessories,Cust_467,UK,20-11-2024,5,988,0.02,904,4841.2
Tablet,Office,Cust_382,USA,25-02-2024,1,1715,0.28,1449,1234.8
Monitor,Accessories,Cust_275,India,26-07-2024,6,1621,0.02,402,9531.48
Mouse,Office,Cust_480,Canada,02-03-2022,4,1989,0.3,448,5569.2
Headphones,Electronics,Cust_469,Germany,07-04-2023,6,1840,0.12,458,9715.2
Mouse,Office,Cust_6,Canada,13-11-2022,1,392,0.28,769,282.24
Phone,Electronics,Cust_441,Germany,26-05-2024,6,513,0,770,3078
Printer,Electronics,Cust_261,Germany,22-07-2024,1,1627,0.12,204,1431.76
Phone,Office,Cust_199,Canada,11-03-2024,3,635,0.27,1327,1390.65
Keyboard,Accessories,Cust_135,Australia,29-11-2022,3,1716,0.02,223,5045.04
Phone,Office,Cust_188,Germany,05-02-2022,1,1049,0.17,1353,870.67
Headphones,Electronics,Cust_232,Canada,30-10-2024,3,1578,0.09,118,4307.94
Tablet,Accessories,Cust_283,Germany,09-08-2022,8,404,0.13,1001,2811.84
Headphones,Office,Cust_128,Australia,22-03-2023,5,1903,0.23,92,7326.55
Headphones,Accessories,Cust_423,Canada,03-06-2024,2,563,0.02,790,1103.48
Laptop,Office,Cust_334,Germany,25-04-2024,1,601,0.25,970,450.75
Printer,Electronics,Cust_166,USA,03-09-2023,7,1618,0.17,528,9400.58
Keyboard,Accessories,Cust_250,Germany,17-10-2024,3,362,0.13,609,944.82
Phone,Office,Cust_308,Australia,20-12-2024,5,715,0.03,959,3467.75
Keyboard,Accessories,Cust_133,India,15-09-2022,4,1877,0.13,170,6531.96
Printer,Accessories,Cust_320,UK,06-01-2023,8,1509,0.08,620,11106.24
Phone,Electronics,Cust_64,Australia,14-12-2024,9,368,0.08,537,3047.04
Headphones,Accessories,Cust_8,UK,23-06-2022,2,297,0.05,144,564.3
Tablet,Electronics,Cust_233,Australia,11-01-2024,9,1222,0.06,509,10338.12
Monitor,Office,Cust_222,USA,25-01-2024,2,1658,0.13,1199,2884.92
Laptop,Electronics,Cust_8,Germany,08-04-2023,5,1863,0.29,762,6613.65
Phone,Accessories,Cust_161,USA,02-10-2022,5,1752,0.15,1078,7446
Phone,Office,Cust_417,USA,22-10-2024,3,931,0.19,1439,2262.33
Phone,Office,Cust_294,Canada,17-11-2023,2,1935,0.07,155,3599.1
,Accessories,Cust_190,Germany,19-06-2024,5,1973,0.14,599,8483.9
Keyboard,Electronics,Cust_203,Australia,03-08-2022,3,1050,0.18,196,2583
Headphones,Electronics,Cust_334,UK,10-03-2024,2,320,0.08,1303,588.8
Tablet,Electronics,Cust_118,India,29-07-2024,3,1639,0.08,745,4523.64
Monitor,Office,Cust_159,Australia,31-08-2023,8,1068,0.12,283,7518.72
Headphones,Accessories,Cust_446,India,05-07-2022,3,1645,0.2,270,3948
Mouse,Office,Cust_315,UK,30-03-2024,7,1754,0.07,754,11418.54
Phone,Accessories,Cust_384,Canada,29-04-2023,5,631,0.18,1030,2587.1
Headphones,Electronics,Cust_235,Australia,23-04-2023,8,1013,0.07,181,7536.72
Headphones,Office,Cust_175,USA,15-03-2022,3,1453,0.03,254,4228.23
Laptop,Office,Cust_396,USA,04-10-2024,9,897,0.27,73,5893.29
Tablet,Accessories,Cust_177,Australia,27-01-2023,5,1627,0.17,910,6752.05
Headphones,Electronics,Cust_188,Canada,27-04-2024,9,1796,0.02,917,15840.72
Keyboard,Accessories,Cust_147,Canada,16-12-2022,3,128,0.18,1284,314.88
,Electronics,Cust_56,India,10-10-2023,1,792,0.22,1265,617.76
Phone,Electronics,Cust_299,Australia,30-01-2023,2,1326,0.29,459,1882.92
Keyboard,Electronics,Cust_420,UK,22-10-2024,7,1753,0.24,322,9325.96
Keyboard,Accessories,Cust_310,USA,30-12-2024,7,906,0.14,500,5454.12
Phone,Office,Cust_211,India,11-03-2022,7,1199,0.12,899,7385.84
Monitor,Accessories,Cust_185,India,21-02-2022,4,1816,0.29,689,5157.44
Headphones,Accessories,Cust_378,Australia,10-08-2023,2,391,0.05,1483,742.9
Monitor,Electronics,Cust_111,Germany,03-01-2024,4,784,0.1,774,2822.4
Monitor,Office,Cust_244,Canada,04-10-2023,5,1881,0.09,111,8558.55
Monitor,Electronics,Cust_150,Germany,06-12-2022,9,1197,0.22,493,8402.94
Laptop,Accessories,Cust_354,USA,02-03-2023,6,1517,0.16,355,7645.68
Tablet,Electronics,Cust_271,Germany,16-08-2022,7,841,0.29,200,4179.77
Mouse,Electronics,Cust_303,India,14-07-2024,7,392,0.18,1279,22500.8
Phone,Accessories,Cust_123,Canada,16-04-2024,8,1085,0.25,1223,6510
Tablet,Office,Cust_381,Australia,24-06-2024,8,1998,0.04,160,15344.64
Laptop,Accessories,Cust_400,India,26-06-2024,5,1559,0.09,613,7093.45
Monitor,Accessories,Cust_388,India,02-09-2024,5,1043,0.15,1197,4432.75
Keyboard,Accessories,Cust_400,UK,11-12-2023,8,1739,0.29,440,9877.52
Mouse,Electronics,Cust_65,Germany,15-06-2023,6,1909,0.05,992,10881.3
Phone,Office,Cust_159,UK,22-09-2022,7,645,0.25,518,3386.25
Keyboard,Office,Cust_213,Germany,20-02-2022,9,324,0.19,1199,2361.96
Monitor,Accessories,Cust_465,India,08-12-2023,8,1218,0.23,66,7502.88
Mouse,Electronics,Cust_202,UK,13-07-2023,7,1401,0.08,763,9022.44
Tablet,Electronics,Cust_160,UK,30-03-2024,9,936,,392,7244.64
Laptop,Accessories,Cust_364,India,12-06-2024,3,1707,0.24,65,3891.96
Monitor,Electronics,Cust_398,UK,03-08-2024,9,513,0.2,324,3693.6
Monitor,Accessories,Cust_260,India,27-04-2022,3,1578,0.21,849,3739.86
Laptop,Office,Cust_477,India,23-01-2024,9,1790,0.02,1197,15787.8
Monitor,Electronics,Cust_350,Germany,02-10-2024,2,1255,0.05,178,2384.5
Monitor,Accessories,Cust_247,Australia,13-03-2024,5,699,0.26,991,2586.3
Keyboard,Electronics,Cust_260,USA,30-10-2022,6,1265,0.2,314,6072
Printer,Electronics,Cust_334,Australia,30-04-2022,8,1070,0.15,951,7276
,Electronics,Cust_209,Australia,22-09-2023,6,1308,0.27,657,5729.04
Monitor,Electronics,Cust_242,Australia,08-10-2024,5,1950,0.01,39,9652.5
Laptop,Electronics,Cust_163,India,31-03-2024,2,1415,0.22,1320,2207.4
Tablet,Accessories,Cust_397,Australia,22-04-2024,1,146,0.27,1442,106.58
Monitor,Accessories,Cust_76,Germany,15-08-2022,2,1461,0.22,743,2279.16
Printer,Accessories,Cust_263,UK,06-02-2024,8,1702,0.24,1075,10348.16
Laptop,Accessories,Cust_183,Australia,24-06-2023,3,1493,0.13,832,3896.73
Tablet,Accessories,Cust_118,UK,01-02-2024,2,470,0.28,1124,676.8
Printer,Electronics,Cust_118,Germany,26-09-2023,8,1188,0.04,1143,9123.84
Phone,Office,Cust_237,Germany,16-01-2022,2,1252,0.24,948,1903.04
Keyboard,Accessories,Cust_386,Australia,28-01-2024,2,587,0.18,1440,962.68
Headphones,Office,Cust_165,UK,21-04-2024,7,1200,0.21,587,6636
Keyboard,Electronics,Cust_167,UK,03-08-2023,5,1468,0.17,250,6092.2
Keyboard,Electronics,Cust_23,Germany,24-01-2024,3,695,0.18,961,1709.7
Mouse,Office,Cust_357,India,20-09-2023,9,709,0.01,390,6317.19
Laptop,Electronics,Cust_3,India,28-10-2024,9,656,0.01,214,5844.96
Headphones,Electronics,Cust_381,Canada,30-09-2024,6,148,0.18,973,728.16
Tablet,Electronics,Cust_322,UK,26-03-2024,6,1541,0.02,1368,9061.08
Laptop,Accessories,Cust_60,Australia,05-08-2023,1,170,0.01,1255,168.3
Tablet,Electronics,Cust_53,UK,02-01-2022,3,1175,0.21,1451,2784.75
Monitor,Electronics,Cust_446,USA,26-03-2023,2,1628,0.17,635,2702.48
Headphones,Accessories,Cust_200,Germany,11-09-2024,9,1722,0.22,967,12088.44
Headphones,Electronics,Cust_249,Canada,15-04-2024,6,458,0.3,,1923.6
Monitor,Electronics,Cust_465,USA,09-02-2023,6,1693,0.22,869,7923.24
Mouse,Office,Cust_427,Australia,21-01-2023,3,1076,0.27,630,2356.44
Printer,Accessories,Cust_264,Canada,09-10-2022,5,932,0.18,771,3821.2
Tablet,Accessories,Cust_299,India,15-01-2024,5,226,0.29,302,802.3
Monitor,Electronics,Cust_400,Canada,10-06-2022,3,59,0.04,738,169.92
Headphones,Electronics,Cust_490,Australia,21-07-2024,1,304,,991,234.08
Keyboard,Electronics,Cust_185,India,12-09-2022,9,282,,91,2258.82
Tablet,Accessories,Cust_368,Germany,04-03-2022,3,895,0.14,1132,2309.1
Laptop,Office,Cust_72,India,07-02-2024,7,1407,0.2,1372,7879.2
Laptop,Accessories,Cust_63,Germany,14-01-2023,7,1560,0.09,1393,9937.2
Phone,Accessories,Cust_481,Australia,07-05-2024,4,960,0.05,290,3648
Phone,Electronics,Cust_60,Canada,21-03-2024,7,1186,0.21,,6558.58
Tablet,Office,Cust_444,USA,02-01-2022,4,688,0.2,1273,2201.6
Tablet,Office,Cust_362,Australia,26-03-2024,8,465,0.29,1253,2641.2
Laptop,Electronics,Cust_113,UK,15-11-2024,5,112,0.23,754,431.2
Laptop,Accessories,Cust_378,Germany,02-04-2023,8,1893,,941,12569.52
Headphones,Office,Cust_356,UK,05-04-2024,1,256,,1026,230.4
Phone,Accessories,Cust_175,USA,21-12-2024,8,1999,0,410,15992
Keyboard,Office,Cust_87,Canada,19-06-2024,4,1754,0.15,575,5963.6
Phone,Accessories,Cust_275,Germany,24-04-2022,5,609,0.21,400,2405.55
Tablet,Accessories,Cust_153,India,20-06-2024,5,1344,0.18,1073,5510.4
Tablet,Accessories,Cust_235,UK,24-04-2022,7,1595,0.07,1015,10383.45
Headphones,Electronics,Cust_331,India,08-04-2023,7,1334,0.05,815,8871.1
Keyboard,Accessories,Cust_367,Canada,26-08-2022,6,1765,,1125,9531
Phone,Accessories,Cust_424,Germany,11-03-2022,4,571,0.03,566,2215.48
Headphones,Electronics,Cust_245,India,05-04-2022,1,1687,0,453,1687
Phone,Office,Cust_182,India,30-09-2022,7,728,0.04,125,4892.16
Phone,Accessories,Cust_396,India,25-02-2024,7,1889,0.26,349,9785.02
Laptop,Electronics,Cust_256,India,17-08-2024,3,1001,0.23,280,2312.31
Tablet,Accessories,Cust_402,Germany,12-04-2022,6,1507,0.25,389,6781.5
Printer,Accessories,Cust_195,Canada,03-02-2022,5,767,0.3,416,2684.5
Laptop,Office,Cust_225,UK,25-02-2023,2,407,0.13,1331,708.18
Monitor,Office,Cust_57,India,18-05-2024,3,1212,0.16,,3054.24
Keyboard,Office,Cust_442,Canada,17-01-2022,3,1560,0.1,996,4212
Headphones,Accessories,Cust_5,USA,11-01-2024,6,1982,0.27,1022,8681.16
Laptop,Accessories,Cust_449,Germany,09-03-2024,6,1295,0.02,284,7614.6
Tablet,Electronics,Cust_213,UK,16-04-2022,9,639,0.01,870,5693.49
Printer,Electronics,Cust_298,USA,19-10-2023,2,602,0.17,630,999.32
Printer,Electronics,Cust_430,India,13-04-2022,3,1596,0.13,1148,4165.56
Phone,Office,Cust_177,India,17-05-2022,8,1059,0.2,800,6777.6
Mouse,Electronics,Cust_463,Canada,17-09-2024,7,1128,0.17,741,6553.68
Printer,Accessories,Cust_468,Australia,13-05-2024,2,1255,0.02,605,2459.8
Tablet,Electronics,Cust_186,India,04-02-2024,1,589,0,396,589
Tablet,Office,Cust_354,Germany,14-02-2023,1,338,0.24,1094,256.88
Printer,Office,Cust_276,Canada,03-02-2023,5,883,0.11,913,3929.35
Phone,Office,Cust_19,Germany,16-05-2023,3,865,0.09,1458,2361.45
Printer,Accessories,Cust_356,UK,21-05-2023,2,1402,0.08,1486,2579.68
Keyboard,Office,Cust_9,Australia,09-01-2023,8,1679,0.05,1038,12760.4
Phone,Electronics,Cust_188,UK,12-04-2024,6,511,0.16,498,2575.44
Tablet,Electronics,Cust_416,Canada,01-10-2024,2,149,,1424,274.16
Printer,Accessories,Cust_269,USA,24-08-2023,3,701,0.17,1178,1745.49
Keyboard,Electronics,Cust_493,UK,30-12-2022,5,891,0.15,102,3786.75
Phone,Accessories,Cust_317,USA,04-01-2022,8,531,0.11,398,3780.72
Laptop,Office,Cust_323,India,10-01-2024,2,515,0.14,206,885.8
Keyboard,Accessories,Cust_116,UK,11-05-2022,3,1962,0.21,1026,4649.94
Tablet,Office,Cust_92,India,14-10-2022,7,1776,0.03,690,12059.04
Tablet,Office,Cust_77,Australia,21-07-2023,8,859,0.21,441,5428.88
Laptop,Electronics,Cust_288,Australia,24-04-2023,4,1115,0.29,348,3166.6
Mouse,Electronics,Cust_68,Australia,06-04-2024,9,578,0.02,487,5097.96
Mouse,Electronics,Cust_132,India,30-11-2022,8,920,0.12,1153,6476.8
Laptop,Office,Cust_453,Australia,30-08-2024,1,1797,0.29,97,1275.87
Keyboard,Office,Cust_83,Germany,09-10-2022,1,1023,0.23,790,787.71
Laptop,Electronics,Cust_423,Germany,11-08-2024,9,304,0.21,779,2161.44
Phone,Electronics,Cust_273,USA,21-12-2024,4,722,0.22,649,2252.64
Laptop,Accessories,Cust_216,UK,02-06-2023,6,349,0.13,234,1821.78
Mouse,Accessories,Cust_446,USA,25-12-2024,5,282,0.29,1343,1001.1
,Electronics,Cust_101,Germany,02-06-2023,7,1824,0.13,384,11108.16
Laptop,Accessories,Cust_383,Canada,24-04-2023,9,182,0.18,701,1343.16
Laptop,Office,Cust_235,Canada,27-05-2024,1,1728,0.04,351,1658.88
Laptop,Accessories,Cust_135,UK,24-01-2023,9,1495,0.24,1149,10225.8
Tablet,Office,Cust_348,Germany,11-04-2023,6,336,0.15,1382,1713.6
Keyboard,Electronics,Cust_96,UK,04-06-2022,8,1927,0.01,770,15261.84
,Accessories,Cust_14,Australia,02-07-2024,9,816,0.19,293,5948.64
Printer,Electronics,Cust_428,Canada,20-12-2024,7,1079,0.17,323,6268.99
Tablet,Accessories,Cust_59,USA,26-12-2022,4,1122,0.19,852,3635.28
Printer,Office,Cust_387,Canada,03-10-2022,4,488,0.05,89,1854.4
Laptop,Office,Cust_23,India,19-12-2023,9,1689,0.07,787,14136.93
Monitor,Office,Cust_225,USA,23-08-2023,2,521,0.25,174,781.5
Headphones,Office,Cust_349,Germany,10-02-2022,7,1837,0.25,30,9644.25
Tablet,Accessories,Cust_341,USA,17-03-2023,5,1491,0.06,1452,7007.7
Tablet,Electronics,Cust_95,USA,23-09-2022,7,1352,0.23,538,7287.28
Tablet,Office,Cust_219,Germany,13-10-2023,3,1517,0.18,1247,3731.82
Printer,Accessories,Cust_307,USA,20-08-2022,8,253,0.17,788,1679.92
Mouse,Office,Cust_47,Germany,26-04-2022,6,201,0,625,1206
Phone,Electronics,Cust_387,India,15-12-2023,2,242,0.23,682,372.68
Laptop,Electronics,Cust_160,Canada,07-04-2022,4,632,0.18,49,2072.96
Keyboard,Electronics,Cust_401,Germany,03-04-2023,1,561,0.16,230,471.24
Tablet,Office,Cust_329,India,16-09-2022,7,1567,0.24,1472,8336.44
Mouse,Office,Cust_346,India,13-07-2023,8,920,0.3,1281,5152
Tablet,Accessories,Cust_387,India,16-01-2024,4,95,0.22,1090,296.4
Monitor,Office,Cust_16,USA,16-09-2024,2,1731,0.25,1414,2596.5
Mouse,Accessories,Cust_15,UK,13-01-2024,3,71,0.04,1090,204.48
Keyboard,Electronics,Cust_58,India,11-06-2023,3,1034,0.21,1436,2450.58
Phone,Office,Cust_25,India,30-09-2023,5,1572,0.17,57,6523.8
Laptop,Accessories,Cust_466,UK,30-09-2024,6,722,0.27,968,3162.36
Tablet,Office,Cust_177,India,21-10-2023,7,535,0.02,941,3670.1
Phone,Office,Cust_338,UK,19-12-2023,9,1299,0.14,1224,10054.26
Monitor,Office,Cust_89,Australia,09-05-2024,7,1358,0.18,50,7794.92
Mouse,Electronics,Cust_297,Germany,27-11-2023,3,1574,0.1,1099,42498
